 (-88.2692265854, 114.562120499),
 (-87.7525201184, 67.858952957),
 (-88.0312402428, 42.3888306564),
 (-87.5418871971, -24.3378977263),
 (-84.2312615573, 40.8644145253),
 (-83.4612590173, 42.0752106038),
 (-83.0848219085, 36.8178677247),
 (-81.5606687494, 48.7031051092),
 (-81.3548145428, 25.7103929332),
 (-80.4171180342, 16.9057714978),
 (-80.4632635272, 4.16286817419),
 (-77.4904074578, 16.0314539597),
 (-78.2535936756, 21.1082203571),
 (-73.5809893708, 22.5309982271),
 (-72.7597493746, 11.0315263466),
 (-76.8958334503, -1.98584637749),
 (-76.7003345532, -8.01764420197),
 (-77.2918963307, -9.7263762146),
 (-72.8138978364, -10.0124721306),
 (-79.8974980336, -30.5828847168),
 (-83.6488758782, -132.265127616),
 (-83.5859873992, -143.91059616),
 (-83.3103627474, -149.835108398),
 (-84.6885725396, -144.718424539),
 (-85.3092759368, -160.483186207),
 (-84.2717678921, -168.0298404),
 (-83.4021030465, -174.662414484),
 (-86.7040449064, 159.034392872),
 (-84.6979774564, 147.343745603),
 (-80.8473826136, 135.800288774),
 (-78.0248000525, 141.038839937),
 (-75.6677929643, 155.224612212),
 (-73.7690023593, 163.429968382),
 (-70.3414610995, 152.29346252),
 (-68.350840547, 139.815302919),
 (-70.0466146338, 115.79025232),
 (-71.238207099, 104.949730498),
 (-65.8214381162, 99.6990215761),
 (-68.4003561293, 82.2989568486),
 (-73.6315664364, 86.4321993551),
 (-77.442214868, 97.9061027791),
 (-79.647923537, 119.525113034),
 (-82.486755345, 83.9879485699),
 (-76.9078277078, 55.5199267527),
 (-69.289500299, 46.4954676611),
 (-78.7894166384, -127.904656421),
 (-33.8668922628, 138.318185132),
 (-30.3317206703, 139.331781157),
 (-30.264917448, 136.374450608),
 (-26.8730899102, 136.1598712),
 (-25.5491438464, 137.390876426),
 (-21.6011951281, 137.459456855),
 (-19.2815692365, 142.138447486),
 (-19.3799258127, 142.437102818),
 (-21.7061913794, 146.353542354),
 (-26.0758232375, 141.90192231),
 (-29.2975649513, 148.275332947),
 (-8.06085537557, 140.513856067),
 (-3.49630970104, 139.316450031),
 (-3.68275308172, 142.481401705),
 (-1.91349331322, 133.20249877),
 (-8.26485287056, 125.064107353),
 (-0.936545707422, 115.194042231),
 (-2.88042337714, 102.169406924),
 (-0.669892232596, 101.97965715),
 (13.4510117772, 107.879621333),
 (13.831504326, 108.827303556),
 (16.7918076413, 107.306425572),
 (21.2254099334, 106.364289964),
 (25.3002491471, 114.174108646),
 (26.2476418026, 115.423286484),
 (26.0847539462, 118.401616998),
 (32.9424296339, 120.250850651),
 (8.3608964732, 125.400240309),
 (-20.6817076066, 118.434486602),
 (55.6858050912, 159.635439056),
 (57.7316383702, 163.123995403),
 (63.3445251442, 167.946019901),
 (62.218810334, 171.862902109),
 (65.5199000804, 175.357220864),
 (67.0434882518, 176.947182731),
 (68.4073648498, 163.831674969),
 (63.3706305482, 148.827503291),
 (66.548753783, 132.208499283),
 (66.8582276843, 131.4817619),
 (68.6370797389, 130.309097766),
 (68.5137631927, 129.365479039),
 (70.3421815251, 127.730216387),
 (70.8196018556, 134.97362358),
 (72.1218726677, 139.920813275),
 (73.3881156408, 118.302713946),
 (71.0686426861, 85.1941869395),
 (72.3663528537, 78.8293178431),
 (71.0890852668, 70.4808091346),
 (69.4195176602, 76.502515877),
 (68.3758470742, 63.7838770697),
 (55.523871793, 38.7070518747),
 (54.554309437, 39.1666312894),
 (54.9074446197, 36.0085405855),
 (49.4591092802, 31.3952945973),
 (48.6383258911, 36.8686406804),
 (50.7298362415, 44.8693565424),
 (49.1484509569, 45.7896918128),
 (46.4106885839, 46.1118923956),
 (54.4614099953, -64.9444528557),
 (50.5981311852, -60.4459115258),
 (56.8480715285, -73.1814474083),
 (55.7338784642, -74.4465504229),
 (58.4957125113, -73.6841490643),
 (51.5360291835, -85.4428964964),
 (46.9127130223, -79.0457421097),
 (45.8403900482, -78.5503715532),
 (43.927053094, -87.9618001746),
 (40.1261576246, -94.0812267491),
 (37.6823831211, -93.6082870228),
 (35.2806523169, -96.3169389613),
 (31.1675310974, -100.100794971),
 (27.8999387141, -102.680285344),
 (27.9990151023, -106.376708488),
 (27.2471460409, -107.232187578),
 (24.1018287359, -106.962846223),
 (23.4132688923, -99.5635573027),
 (17.9526447095, -101.137133511),
 (30.8592662991, -111.842191475),
 (32.3445582818, -109.803496087),
 (35.1138555413, -119.901720002),
 (41.0200486763, -120.0818771),
 (42.7080650051, -119.764409098),
 (42.5062223731, -113.732915308),
 (46.4607915362, -114.454198721),
 (47.740079767, -117.561638702),
 (47.7066035531, -121.716360791),
 (55.9251444076, -121.631617454),
 (57.4962960112, -127.535845526),
 (56.7461346053, -132.278031616),
 (65.4332264038, -133.677150983),
 (66.4592907085, -138.813669059),
 (65.9287856958, -141.11798137),
 (67.6839453365, -149.508874247),
 (66.8218596649, -156.310990002),
 (63.4893021455, -148.657214321),
 (59.6356705085, -157.22604435),
 (55.3005645238, -112.584616205),
 (58.2568415346, -108.436969754),
 (53.9283816948, -95.7798663798),
 (50.4653570372, -100.525393142),
 (47.9066782855, -100.120918613),
 (45.5155766436, -104.349035434),
 (42.5478177748, -103.784898519),
 (41.6751080965, -101.813000896),
 (43.9227102519, -96.5575886053),
 (34.5792319197, -86.9019024208),
 (32.5078986366, -86.0160785202),
 (31.7451628996, -83.1310527406),
 (35.086946458, -78.9682084584),
 (26.4895993469, -80.5132038744),
 (17.8822000433, -76.3047559212),
 (19.5068260919, -72.6755608816),
 (2.43454316576, -64.306922361),
 (-3.45720468407, -45.0548614959),
 (-2.84270289201, -43.4594510684),
 (-21.7061976232, -51.7007691607),
 (-28.4421096165, -52.0246847194),
 (-28.6972207674, -50.0915921031),
 (-29.6951304101, -50.0923019342)
